,X2,X3,X4,X5_Age_Bins,X6_Payment_Bins,X7_Payment_Bins,X8_Payment_Bins,X9_Payment_Bins,X10_Payment_Bins,X11_Payment_Bins,X12_sign,X12_monthlydif,X13_monthlydif,X14_sign,X14_monthlydif,X15_sign,X15_monthlydif,X16_sign,X16_monthlydif,X17_sign,X17_monthlydif,X18_binary,X19_binary,X20_binary,X21_binary,X22_binary,X23_binary
3821,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,0,1,1,1
3822,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3823,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,0,1,1,1
3824,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3825,2,1,1,2,1,2,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
3826,2,2,2,1,1,1,1,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3827,1,3,1,2,2,2,1,1,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
3828,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
3829,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0
3830,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3831,2,2,2,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3832,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
3833,2,3,1,3,1,2,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
3834,2,3,2,1,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3835,2,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
3836,2,1,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3837,2,2,2,1,2,2,1,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
3838,1,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3839,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
3840,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
3841,2,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
3842,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3843,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3844,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3845,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
3846,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,0,1,1,0
3847,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3848,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3849,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3850,2,2,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3851,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
3852,2,3,2,2,2,1,1,1,1,2,0,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
3853,1,3,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3854,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
3855,2,2,2,1,1,1,1,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3856,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3857,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3858,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3859,1,2,1,2,2,2,1,1,1,1,0,6,5,1,4,1,3,1,2,1,1,0,1,1,1,1,0
3860,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,1,0
3861,1,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3862,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3863,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3864,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3865,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3866,1,3,1,2,1,1,1,1,1,1,1,6,5,0,4,1,3,1,2,0,1,1,0,1,1,0,1
3867,2,3,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
3868,2,1,2,1,2,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
3869,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,0,3,0,2,0,1,1,1,0,0,0,1
3870,2,1,2,1,2,2,2,1,1,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,0,1
3871,1,2,1,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3872,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3873,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
3874,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,0,0,0
3875,2,1,1,2,1,1,1,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3876,2,2,1,2,1,1,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3877,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3878,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3879,1,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,0,0,0,0
3880,1,2,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3881,1,3,2,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3882,2,4,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,0,2,1,1,1,1,1,0,1,1
3883,1,1,1,2,1,1,1,1,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,0,0,1
3884,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3885,1,2,2,1,1,1,2,1,2,2,1,6,5,1,4,1,3,1,2,0,1,1,0,1,0,0,0
3886,1,1,2,2,1,1,1,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3887,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3888,1,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3889,2,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3890,2,1,1,2,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3891,2,3,2,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3892,2,3,1,3,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3893,2,1,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3894,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3895,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3896,2,2,2,1,2,1,2,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
3897,2,6,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3898,2,2,1,2,2,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3899,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
3900,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3901,1,3,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3902,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
3903,1,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3904,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,0,2,0,1,1,0,1,0,0,0
3905,1,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3906,1,2,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3907,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3908,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,0,0,0,0,0
3909,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3910,1,2,2,1,1,1,2,1,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
3911,2,2,1,1,1,1,1,1,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
3912,2,1,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3913,1,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3914,1,1,1,2,1,1,1,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3915,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3916,2,2,1,1,2,1,1,1,1,1,1,6,5,1,4,0,3,1,2,1,1,1,1,0,1,1,1
3917,1,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3918,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3919,2,3,1,2,1,1,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3920,1,1,2,1,2,2,2,2,2,1,0,6,5,0,4,0,3,0,2,1,1,0,0,0,0,1,1
3921,2,1,2,2,1,1,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3922,1,1,2,1,1,1,1,1,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3923,2,3,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3924,2,3,1,2,2,2,2,2,2,2,0,6,5,0,4,1,3,1,2,1,1,0,0,1,1,1,1
3925,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3926,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3927,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3928,2,3,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3929,2,1,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3930,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3931,1,2,1,2,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
3932,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
3933,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3934,1,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3935,1,2,2,1,2,2,2,1,1,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
3936,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
3937,2,1,1,2,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3938,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3939,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3940,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,0,2,0,1,1,1,1,1,0,0
3941,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3942,2,1,2,2,2,1,1,2,2,1,0,6,5,0,4,0,3,0,2,1,1,1,0,0,0,1,0
3943,2,2,2,1,2,1,1,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3944,2,1,1,1,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3945,1,3,3,3,1,1,1,1,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,0,0,0
3946,2,1,2,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3947,2,1,1,2,2,2,2,2,1,1,1,6,5,1,4,0,3,1,2,1,1,0,1,0,1,1,0
3948,1,3,1,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
3949,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
3950,1,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3951,1,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
3952,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3953,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3954,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3955,2,1,2,1,2,2,2,2,1,1,1,6,5,1,4,0,3,1,2,1,1,1,1,0,1,1,1
3956,2,2,1,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3957,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3958,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3959,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
3960,1,3,2,1,1,2,1,1,1,1,1,6,5,1,4,1,3,0,2,1,1,0,1,1,0,1,0
3961,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,0
3962,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3963,2,2,1,3,2,2,2,2,1,1,0,6,5,0,4,0,3,1,2,0,1,0,0,0,1,0,0
3964,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,1,1,0
3965,2,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3966,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3967,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,0,0,0
3968,1,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
3969,2,1,2,1,2,1,1,2,2,2,0,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3970,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
3971,1,1,1,1,2,2,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3972,1,3,1,3,2,2,2,2,2,1,1,6,5,1,4,1,3,0,2,1,1,1,1,1,1,1,1
3973,1,2,2,2,1,1,1,1,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3974,1,1,2,1,1,1,1,1,2,1,1,6,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
3975,1,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3976,2,1,2,3,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3977,2,2,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3978,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3979,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
3980,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3981,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3982,1,3,2,1,1,1,1,2,2,2,1,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
3983,2,1,2,1,2,2,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
3984,2,1,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
3985,2,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3986,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3987,1,1,1,2,2,2,2,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3988,2,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3989,1,3,2,3,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3990,1,4,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3991,1,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
3992,2,2,2,3,2,2,1,2,2,1,1,6,5,1,4,1,3,0,2,1,1,1,1,0,0,1,0
3993,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,0,1,0
3994,2,2,2,1,2,2,2,2,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3995,1,1,3,2,1,1,1,1,1,2,1,6,5,1,4,0,3,1,2,1,1,0,1,0,1,0,1
3996,1,3,2,1,2,1,1,2,2,2,0,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
3997,2,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3998,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
3999,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
4000,1,2,2,2,1,1,1,2,1,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
4001,2,1,2,1,2,1,1,1,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
4002,2,1,1,1,1,1,2,1,1,1,1,6,5,0,4,1,3,1,2,1,1,0,0,1,1,1,0
4003,1,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4004,1,3,2,1,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4005,2,1,1,2,2,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4006,2,3,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4007,1,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,0,0,0,0
4008,2,3,2,1,2,2,2,2,1,1,0,6,5,0,4,0,3,1,2,0,1,0,0,0,1,0,1
4009,2,2,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4010,1,2,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4011,2,3,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4012,1,2,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4013,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4014,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,1,0,1,0
4015,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4016,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,0,1,0,1,1
4017,2,1,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4018,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4019,2,2,1,2,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4020,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,0,1,1,0
4021,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4022,2,2,2,1,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4023,2,1,1,2,2,2,2,2,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4024,1,1,2,3,2,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4025,2,2,1,1,2,2,2,2,1,2,0,6,5,0,4,0,3,1,2,1,1,0,0,0,1,1,1
4026,2,3,2,2,1,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4027,2,2,2,1,1,1,1,1,1,1,1,6,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
4028,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4029,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4030,2,1,1,2,1,1,1,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4031,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4032,2,1,2,2,2,1,1,2,2,1,0,6,5,0,4,0,3,0,2,1,1,1,0,0,0,1,1
4033,2,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4034,2,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4035,1,2,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
4036,2,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
4037,2,3,1,3,2,2,2,2,2,2,0,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4038,2,3,1,3,1,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4039,1,3,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4040,2,3,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,0,1,1,1,0,1
4041,1,1,1,2,2,2,1,1,1,1,0,6,5,1,4,0,3,1,2,1,1,0,1,0,1,1,1
4042,1,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,0,1
4043,2,2,1,2,2,2,2,2,2,2,1,6,5,0,4,0,3,1,2,0,1,1,0,0,1,0,0
4044,2,2,1,2,1,1,1,1,1,1,1,6,5,1,4,1,3,1,2,0,1,0,1,1,1,0,0
4045,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
4046,1,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4047,1,2,2,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4048,2,1,1,3,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
4049,1,2,1,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
4050,1,2,1,2,1,1,1,2,2,2,1,6,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
4051,2,3,2,1,1,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
4052,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4053,1,1,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4054,2,2,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4055,1,2,2,1,1,1,1,1,2,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0
4056,2,2,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4057,2,2,2,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
4058,2,3,1,1,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4059,1,1,2,1,2,1,2,1,2,2,0,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4060,2,1,2,2,2,2,2,2,2,2,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4061,2,2,2,1,1,1,1,2,1,1,1,6,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4062,1,1,1,3,1,1,2,2,2,2,1,6,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
