,X2,X3,X4,X5_Age_Bins,X6_Payment_Bins,X7_Payment_Bins,X8_Payment_Bins,X9_Payment_Bins,X10_Payment_Bins,X11_Payment_Bins,X12_sign,X12_monthlydif,X13_sign,X13_monthlydif,X14_sign,X14_monthlydif,X15_sign,X15_monthlydif,X16_sign,X16_monthlydif,X17_sign,X17_monthlydif,X18_binary,X19_binary,X20_binary,X21_binary,X22_binary,X23_binary
4602,1,3,1,3,2,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4603,2,3,1,2,2,2,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4604,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
4605,2,2,2,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4606,2,2,1,1,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4607,2,1,2,2,1,1,1,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4608,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4609,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4610,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
4611,1,1,1,2,2,2,2,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,0,1,0
4612,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4613,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4614,1,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
4615,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,0,1,0,0
4616,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4617,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
4618,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4619,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4620,2,1,2,1,1,1,1,1,1,1,1,6,0,5,1,4,0,3,1,2,1,1,0,1,0,1,1,0
4621,1,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4622,2,1,2,2,1,1,1,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4623,1,2,3,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4624,2,2,1,2,2,1,1,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4625,2,3,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4626,1,2,2,1,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
4627,2,2,1,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,1
4628,2,1,2,3,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4629,2,1,2,3,2,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4630,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
4631,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4632,2,2,1,1,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
4633,2,1,2,1,2,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4634,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4635,1,3,2,1,2,1,1,2,1,1,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4636,2,3,1,1,1,1,1,1,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0
4637,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4638,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
4639,2,3,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,0,1,0,0,0,0
4640,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4641,1,1,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4642,2,1,2,2,1,1,1,1,2,2,1,6,0,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0
4643,2,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4644,2,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4645,1,1,2,1,1,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4646,1,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,1,1,1,1,0,1
4647,1,1,2,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4648,2,1,2,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4649,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4650,2,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
4651,2,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4652,1,1,2,1,1,1,1,1,2,2,1,6,0,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
4653,2,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4654,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4655,2,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
4656,2,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4657,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4658,2,1,1,1,2,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4659,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4660,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4661,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4662,2,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4663,1,2,1,2,2,2,1,1,1,2,0,6,0,5,1,4,1,3,0,2,0,1,0,1,1,0,0,1
4664,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4665,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4666,2,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,0,0
4667,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4668,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4669,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4670,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4671,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4672,2,2,1,2,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
4673,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4674,2,1,1,2,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,0,0,1,0,1,1
4675,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4676,2,5,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4677,2,1,1,2,1,1,2,2,2,2,1,6,0,5,0,4,0,3,1,2,1,1,0,0,0,1,1,0
4678,1,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4679,1,3,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4680,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4681,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4682,2,1,2,3,2,2,2,2,2,2,0,6,1,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
4683,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4684,2,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4685,1,1,2,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4686,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4687,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4688,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4689,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
4690,2,3,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
4691,2,1,2,1,1,1,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4692,2,1,1,2,1,1,1,1,1,2,1,6,1,5,1,4,1,3,0,2,0,1,1,1,1,1,1,1
4693,2,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4694,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4695,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4696,2,1,2,1,2,1,1,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4697,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4698,2,1,1,2,1,1,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4699,2,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4700,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4701,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4702,2,3,1,2,2,1,1,1,2,1,0,6,1,5,0,4,1,3,1,2,1,1,1,0,1,0,1,1
4703,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
4704,1,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4705,2,2,3,2,2,2,2,1,1,1,0,6,0,5,0,4,1,3,1,2,1,1,0,0,1,1,1,1
4706,2,2,1,1,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4707,2,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4708,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4709,1,1,1,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4710,2,2,2,1,2,1,2,2,1,1,1,6,1,5,1,4,0,3,1,2,1,1,1,1,1,1,1,1
4711,2,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4712,1,2,2,1,2,2,1,2,2,1,1,6,0,5,1,4,1,3,0,2,1,1,0,1,0,0,1,1
4713,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4714,2,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4715,2,3,1,2,1,1,1,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4716,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4717,2,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4718,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4719,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4720,1,1,1,2,1,1,1,1,1,1,1,6,1,5,0,4,1,3,1,2,1,1,1,0,1,1,1,0
4721,2,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4722,1,3,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
4723,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4724,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4725,1,2,2,1,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4726,2,5,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4727,2,3,2,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4728,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
4729,2,1,1,2,2,1,1,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4730,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4731,1,3,2,2,1,2,1,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,0,1,0
4732,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
4733,1,2,2,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4734,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4735,1,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4736,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4737,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4738,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4739,2,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,1
4740,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,0,1,1,0,1
4741,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4742,2,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4743,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4744,1,1,2,2,2,2,2,1,2,2,0,6,0,5,0,4,1,3,1,2,1,1,0,0,1,1,1,0
4745,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
4746,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4747,2,2,1,3,2,2,1,1,2,2,0,6,0,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0
4748,1,1,2,1,1,2,1,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4749,1,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4750,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4751,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4752,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,0,1,0
4753,2,1,1,2,2,1,1,2,1,2,0,6,1,5,0,4,0,3,1,2,1,1,1,0,0,1,0,1
4754,2,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4755,1,2,2,1,1,1,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,0,1,0,0,0
4756,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4757,2,2,1,2,1,1,1,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,0,0,0,1
4758,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4759,2,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
4760,2,2,1,2,2,1,1,1,2,1,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4761,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4762,2,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4763,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4764,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
4765,1,2,2,1,1,1,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4766,1,1,1,2,1,1,1,2,1,1,1,6,1,5,0,4,0,3,1,2,1,1,1,0,0,1,1,0
4767,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4768,1,1,1,2,1,1,2,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
4769,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
4770,2,2,2,1,2,2,2,1,1,2,0,6,0,5,0,4,1,3,0,2,0,1,0,0,1,0,0,0
4771,1,1,2,2,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4772,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4773,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4774,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4775,2,1,1,3,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
4776,2,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4777,1,1,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4778,1,2,2,3,2,1,1,1,2,1,0,6,1,5,0,4,1,3,1,2,1,1,1,0,1,1,1,0
4779,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4780,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4781,2,3,1,1,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4782,2,1,2,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4783,2,2,2,2,2,2,2,1,2,2,0,6,1,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
4784,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4785,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
4786,2,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
4787,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4788,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4789,2,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,0,0,1,1,0,0
4790,2,2,2,1,2,2,2,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4791,1,2,1,2,2,1,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,1,0,1,0,0,0
4792,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4793,1,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4794,2,2,2,1,2,2,2,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4795,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4796,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4797,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4798,1,1,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4799,2,1,2,1,2,2,1,1,2,2,1,6,0,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0
4800,1,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4801,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,0,0,0,1,1
4802,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4803,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4804,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4805,2,2,1,3,1,1,1,1,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4806,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4807,1,1,2,1,2,1,1,1,1,1,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4808,1,1,2,1,2,1,2,2,2,2,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4809,1,3,3,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4810,2,1,2,1,2,2,1,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4811,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4812,2,3,1,1,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0
4813,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4814,1,1,1,2,1,1,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
4815,1,2,3,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4816,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4817,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4818,2,1,2,1,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4819,2,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4820,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4821,2,2,2,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,1
4822,2,2,1,3,2,2,2,1,2,1,1,6,0,5,0,4,1,3,1,2,1,1,0,0,1,1,1,1
4823,2,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4824,1,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4825,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4826,2,1,2,2,2,2,1,1,2,1,0,6,0,5,1,4,0,3,0,2,1,1,0,1,0,0,1,0
4827,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4828,2,1,2,1,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4829,2,3,3,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
4830,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4831,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4832,2,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
4833,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
4834,2,3,2,1,2,2,2,1,2,2,1,6,0,5,0,4,1,3,1,2,1,1,1,1,1,1,1,1
